License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
June 29 2018,S115972,Alice,Dog,"Terrier, Boston",Mix,98106
January 27 2018,213739,Shelby,Dog,German Shepherd,Mix,98199
September 18 2018,8001052,Crush,Dog,"Retriever, Labrador",,98105
January 23 2018,S108456,Ruby,Dog,"Setter, Irish",,98107
March 20 2018,134304,Scooby,Dog,"Terrier, Yorkshire",Maltese,98115
June 02 2018,136974,Spike,Dog,"Poodle, Miniature",,98115
June 22 2018,S144361,Tex,Dog,"Retriever, Labrador",,98199
July 31 2018,S120516,Angus Leroy,Dog,"Retriever, Labrador",,98125
April 03 2018,S103983,Tango,Dog,"Spaniel, Cavalier King Charles","Spaniel, Cavalier King Charles",98136
January 31 2018,S139679,Lucy,Dog,Maltese,Mix,98117
August 07 2018,S145535,Chuck,Dog,Great Pyrenees,Border Collie,98125
April 19 2018,81315,Mister G,Dog,"Terrier, West Highland White",,98146
April 12 2018,S100580,Pippin,Dog,"Retriever, Labrador",Mix,98103
July 02 2018,444771,Astro,Dog,Australian Shepherd,,98105
August 31 2018,S116634,Jake,Dog,"Retriever, Labrador",,98112
June 18 2018,438330,Piper,Dog,"Terrier, American Pit Bull",Chinese Shar-Pei,98103
February 09 2018,S127510,Ziggy,Dog,"Retriever, Golden","Poodle, Standard",98116
May 31 2018,S112308,Brady,Dog,German Shepherd,,98177
April 24 2018,82222,Waldo,Dog,Havanese,,98115
May 07 2018,S143533,Isha,Dog,"Retriever, Labrador",,98119
July 03 2018,S117481,Bentley,Dog,Miniature Pinscher,Mix,98108
July 01 2018,349268,Brandy,Dog,Shih Tzu,"Spaniel, American Cocker",98144
February 20 2018,S140497,Pluto,Dog,"Australian Shepherd, Miniature",,98121
January 08 2018,S139492,Murray,Dog,"Retriever, Labrador",,98117
February 09 2018,79870,Izzabella,Dog,"Retriever, Labrador",,98119
May 23 2018,560429,Bella,Dog,Papillon,Mix,98125
August 02 2018,436387,Teak,Dog,Australian Cattle Dog,,98102
June 02 2018,S115705,Taffy,Dog,Havanese,,98125
May 23 2018,S122817,Sugar,Dog,Maltese,Mix,98126
August 01 2018,S117829,Miso,Dog,Siberian Husky,,98125
February 06 2018,S109450,Mikey,Dog,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",98121
August 08 2018,S147789,Denali,Dog,Great Pyrenees,,98103
July 05 2018,213639,Trey,Dog,"Retriever, Labrador",,98115-5135
July 31 2018,431887,Kodiak,Dog,"Retriever, Labrador","Poodle, Miniature",98117
August 14 2018,8000058,Ranger,Dog,Rhodesian Ridgeback,,98117
July 17 2018,S124172,Haru,Dog,American Eskimo,Mix,98109
August 07 2018,283664,Sadie,Dog,"Poodle, Miniature",,98117
June 26 2018,354352,Tucker,Dog,"Terrier, Cairn",,98101
September 03 2018,728253,Miso,Dog,Chow Chow,Border Collie,98125
January 06 2018,S139292,Kingston,Dog,Great Pyrenees,,98117
February 20 2018,S102428,Charlie,Dog,"Bulldog, French",,98109
January 26 2018,S126960,Kona,Dog,"Retriever, Labrador",German Shepherd,98102
July 24 2018,584928,Dean,Dog,"Retriever, Labrador",Greyhound,98108
March 28 2018,S141842,Soba,Dog,"Terrier, Tibetan",,98117
July 10 2018,444231,Sheba,Dog,Maltese,Mix,98101
February 28 2018,359175,Archie,Dog,Rhodesian Ridgeback,,98125
May 01 2018,S143333,Lucy,Dog,"Terrier, West Highland White",,98105
May 27 2018,361436,Izzy,Dog,Bichon Frise,Terrier,98108
July 17 2018,S117740,Neville,Dog,Papillon,"Welsh Corgi, Pembroke",98103
September 16 2018,8000964,Iris,Dog,"Dachshund, Miniature Long Haired",,98199
March 21 2018,S141701,Eden,Dog,"Retriever, Labrador",,98146
April 11 2018,212409,Bayou,Dog,"Retriever, Labrador","Dachshund, Standard Smooth Haired",98199
June 27 2018,S145330,Ariel,Dog,"Spaniel, English Toy",,98121
May 31 2018,S144320,Hunter,Dog,"Retriever, Golden",Australian Shepherd,98107
June 12 2018,S133079,Coco,Dog,Terrier,,98103
August 23 2018,S146868,Maggie,Dog,"Terrier, American Pit Bull",,98107
October 09 2018,8001701,Milo,Dog,"Spaniel, American Cocker","Poodle, Miniature",98133
June 06 2018,S132391,Mei Li,Dog,"Vizsla, Smooth Haired",,98115
March 21 2018,S128156,Finnius,Dog,"Terrier, Rat",Italian Greyhound,98125
April 19 2018,S143150,Gabriel,Dog,Spaniel,"Dachshund, Standard Long Haired",98115
January 16 2018,S110000,Lilly,Dog,Mix,,98126
March 23 2018,S113863,Fargo,Dog,Catahoula Leopard dog,"Pointer, German Shorthaired",98105
February 06 2018,S126145,Lido,Dog,"Terrier, Cairn","Schnauzer, Miniature",98121
April 24 2018,S137602,Summer,Dog,German Shepherd,Mix,98118
September 19 2018,S146374,Dug,Dog,"Collie, Smooth",Mix,98103
April 30 2018,140421,Sheba,Dog,American Eskimo,,98119
September 14 2018,S100407,Samson,Dog,Beagle,Mix,98117
August 07 2018,580176,Roscoe,Dog,Havanese,,98117
January 22 2018,S139888,Thurman,Dog,"Schnauzer, Standard","Terrier, Irish",98115
July 10 2018,S112227,Penny,Dog,Australian Shepherd,,98119
September 04 2018,S120958,Louie,Dog,"Terrier, Boston",,98117
October 07 2018,S146704,Cheetha,Dog,"Poodle, Miniature",,98107
September 26 2018,733039,Snookums,Dog,"Poodle, Toy",,98115
June 22 2018,S144359,Guppy,Dog,"Australian Shepherd, Miniature",,98125
January 16 2018,26619,Maggie,Dog,"Retriever, Golden",,98125
May 22 2018,199796,Duchess,Dog,Shih Tzu,,98118
January 04 2018,S138561,Bigsby,Dog,"Retriever, Labrador","Poodle, Standard",98107
July 24 2018,S147300,Bear,Dog,Italian Greyhound,Pointer,98117
April 28 2018,S101837,Theodore Harper,Dog,"Terrier, Yorkshire",Mix,98115
September 27 2018,8001348,Biscuit,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98121
January 16 2018,27667,Henry,Dog,"Retriever, Labrador",,98119
April 30 2018,S114392,Julep,Dog,"Terrier, Staffordshire Bull","Retriever, Labrador",98103
March 24 2018,S103391,Henri,Dog,"Poodle, Standard",,98125
September 22 2018,8001193,Madrid,Dog,Retriever,Mix,98177
January 02 2018,S137888,Brody,Dog,"Retriever, Labrador",,98103
June 22 2018,S144382,Kylie,Dog,"Schnauzer, Miniature","Terrier, Silky",98107
May 15 2018,S130269,Hank,Dog,"Retriever, Golden","Poodle, Miniature",98199
April 18 2018,S142891,Zora,Dog,Border Collie,,98118
June 12 2018,S134111,Finn,Dog,Australian Shepherd,,98112
September 02 2018,8000569,Rio,Dog,"Retriever, Labrador",,98133
March 26 2018,138770,Kona,Dog,"Vizsla, Smooth Haired",,98177
June 26 2018,213572,Zoe,Dog,"Poodle, Miniature",Mix,98117
July 31 2018,S147515,Clyde,Dog,"Terrier, Pit Bull",,98119
July 24 2018,S118423,Betty Carter,Dog,"Retriever, Labrador","Poodle, Standard",98112
April 27 2018,23093,Wilma,Dog,"Dachshund, Standard Smooth Haired",,98103
March 06 2018,S141223,Kita,Dog,Border Collie,,98125
August 31 2018,8000524,Sophie,Dog,"Terrier, Cairn",,98144
February 21 2018,S140453,Bear,Dog,"Retriever, Golden","Poodle, Standard",98101
July 03 2018,S145431,Maggia,Dog,Xoloitzcuintli,,98119
July 05 2018,S145659,Derby,Dog,American Blue Heeler,"Terrier, Jack Russell",98108
April 12 2018,723191,Pepe,Dog,Papillon,,98125
August 29 2018,S110356,Buckaroo Banzai,Dog,Australian Shepherd,Australian Cattle Dog,98109
May 11 2018,284959,Lily,Dog,"Terrier, West Highland White",,98117
April 06 2018,S113480,Sakura,Dog,Shiba Inu,,98115
September 24 2018,8001257,Annabelle,Dog,"Retriever, Labrador",,98106
April 20 2018,S128244,Kuini Castel-Rongcal,Dog,"Poodle, Standard","Retriever, Golden",98109
June 01 2018,S131034,Grimlock,Dog,Terrier,"Chihuahua, Long Coat",98118
June 14 2018,340740,Kali,Dog,"Spaniel, American Cocker","Poodle, Miniature",98117
May 10 2018,S116127,Huck,Dog,Mix,,98116
June 26 2018,S101200,Rukka,Dog,Boxer,Hound,98122
March 02 2018,27878,Ivan,Dog,Australian Shepherd,Mix,98115
July 05 2018,S121507,Chulo,Dog,"Retriever, Labrador",Mix,98199
July 05 2018,359385,Mia,Dog,Briard,,98119
March 20 2018,141143,Carmen,Dog,"Terrier, Jack Russell","Terrier, Border",98103
August 07 2018,S115003,Reyna,Dog,Mix,,98106
October 13 2018,8001816,Teddy,Dog,"Retriever, Labrador",,98146
June 26 2018,S129516,Merle,Dog,"Australian Shepherd, Miniature",,98106
May 11 2018,S129519,Nudge,Dog,Basenji,,98117
April 09 2018,S142398,Ziggy,Dog,"Chihuahua, Short Coat",Mix,98105
September 08 2018,8000765,Odin,Dog,Retriever,,98115
February 20 2018,S140752,Banksy,Dog,Shiba Inu,,98109
July 11 2018,S145858,Clooney,Dog,"Schnauzer, Standard","Poodle, Miniature",98178
April 13 2018,S142159,Oscar,Dog,Pug,"Dachshund, Standard Smooth Haired",98119
June 26 2018,443351,Anana,Dog,Alaskan Malamute,,98101
June 20 2018,S142494,Agnes,Dog,"Dachshund, Miniature Smooth Haired",,98116
March 24 2018,135888,Lucky,Dog,"Retriever, Labrador",,98103
April 19 2018,S111347,Attila,Dog,Hound,,98117
March 20 2018,131560,Katie,Dog,Basset Hound,,98112
October 17 2018,828993,Maxine,Dog,"Vizsla, Smooth Haired",,98118
September 26 2018,8001278,Rylee,Dog,"Poodle, Miniature","Retriever, Golden",98104
May 14 2018,S115405,Spencer,Dog,"Welsh Corgi, Cardigan","Terrier, Border",98101
June 14 2018,349239,Remy,Dog,"Retriever, Labrador",,98122
April 16 2018,215963,Phoebe,Dog,Beagle,"Retriever, Labrador",98146
September 03 2018,728426,Zaanti,Dog,"Retriever, Labrador",Border Collie,98102
January 16 2018,29830,Dakota,Dog,Chinese Shar-Pei,,98103
January 26 2018,S110303,Francesco,Dog,"Dachshund, Miniature Smooth Haired",,98109
July 20 2018,S147192,Monkey,Dog,Terrier,,98115
January 17 2018,s100107,Zoe,Dog,"Retriever, Chesapeake Bay",,98136
February 22 2018,27843,Lucy,Dog,Xoloitzcuintli,,98102
January 30 2018,S109962,Guinness,Dog,"Spaniel, American Cocker",,98136
July 25 2018,S120203,Fuzz E,Dog,"Poodle, Miniature",Bichon Frise,98115
June 27 2018,S132559,Orson,Dog,Border Collie,Pointer,98115
September 05 2018,8000661,Maggie,Dog,"Retriever, Labrador",,98117
August 27 2018,8000378,Tucker,Dog,"Retriever, Golden","Poodle, Standard",98116
March 13 2018,S141350,Zeke,Dog,German Shepherd,"Retriever, Labrador",98119
September 14 2018,8000922,Prince,Dog,Papillon,Mix,98103
May 15 2018,S111373,Rory,Dog,"Terrier, Jack Russell",Australian Cattle Dog,98133
February 12 2018,80252,Kuma,Dog,Shiba Inu,,98199
June 08 2018,S119687,Seamus,Dog,"Retriever, Golden","Poodle, Standard",98115
June 26 2018,437408,Becky,Dog,"Terrier, West Highland White",,98108
July 24 2018,583565,Ali,Dog,Basenji,,98146
June 16 2018,S117181,Henry,Dog,Pug,,98125
January 24 2018,25112,Molly,Dog,"Pointer, German Shorthaired",,98126
February 14 2018,S140647,Trinity,Dog,Australian Shepherd,"Retriever, Golden",98103
July 03 2018,S132091,Clover,Dog,"Terrier, Boston",,98103
March 10 2018,S102232,Caledonia,Dog,Bernese Mountain Dog,,98116
March 19 2018,S141605,Pepper,Dog,Maltese,Shih Tzu,98125
May 10 2018,S109455,Blue,Dog,"Schnauzer, Miniature",Terrier,98199
April 10 2018,136652,Yeti,Dog,"Retriever, Labrador",Australian Cattle Dog,98133
May 22 2018,S143917,,Dog,"Chihuahua, Short Coat",,98125
May 07 2018,583725,Lola,Dog,"Bulldog, French",,98105
April 27 2018,S125388,Beorn,Dog,German Shepherd,,98126
August 04 2018,580038,Emmett,Dog,"Retriever, Labrador","Poodle, Standard",98103
September 18 2018,8001049,Miller,Dog,Retriever,Mix,98106
October 13 2018,8001819,Umi,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98108
January 22 2018,26785,Joe Cocker,Dog,"Spaniel, American Cocker",,98133
July 31 2018,S120100,Willie,Dog,"Chihuahua, Short Coat",Mix,98121
January 16 2018,S109963,Hamilton,Dog,"Vizsla, Wire Haired",,98126
June 19 2018,S144740,Spicy,Dog,"Terrier, Pit Bull",,98121
January 23 2018,899072,Hank,Dog,Border Collie,,98115
May 29 2018,S141998,Bo,Dog,"Spaniel, Irish Water",,98109
January 25 2018,29915,Maxie,Dog,Xoloitzcuintli,,98125
January 16 2018,960529,Addie,Dog,Terrier,Spaniel,98126
June 27 2018,S145351,Tobi,Dog,Beagle,Basset Hound,98144
April 12 2018,356680,Mustang Sally,Dog,Siberian Husky,,98118
April 19 2018,25524,Cleo,Dog,Basenji,,98144
May 09 2018,S143650,Nala,Dog,"Terrier, Staffordshire Bull",,98105
July 05 2018,S145614,Penny,Dog,Boxer,,98119
February 21 2018,S130634,Duke,Dog,German Shepherd,,98126
April 21 2018,437774,Rocky,Dog,Pug,,98107
March 20 2018,140562,Chloe,Dog,Pomeranian,"Poodle, Miniature",98117
March 27 2018,135247,Tigra,Dog,Pomeranian,,98125
June 14 2018,S115685,Makiato,Dog,Akita,Mix,98144
October 16 2018,S152133,Mabel,Dog,"Terrier, Soft Coated Wheaten",,98117
August 14 2018,584887,Bella,Dog,"Retriever, Golden","Poodle, Standard",98102
May 18 2018,S143904,Nicca,Dog,"Dachshund, Miniature Wire Haired","Chihuahua, Long Coat",98133
June 08 2018,S131228,Ike,Dog,"Schnauzer, Miniature",,98109
October 03 2018,S146047,Raven,Dog,"Terrier, American Pit Bull","Retriever, Labrador",98103
July 30 2018,583609,Bing Bong,Dog,"Dachshund, Miniature Smooth Haired","Terrier, Rat",98125
June 26 2018,356409,Roux,Dog,"Dachshund, Standard Smooth Haired",,98121
July 14 2018,S146209,Sasha,Dog,"Welsh Corgi, Pembroke",Mix,98109
March 23 2018,136251,Minnie,Dog,"Terrier, Rat",Mix,98112
August 18 2018,8000170,Wonton,Dog,Shih Tzu,,98125
January 16 2018,S111199,Natani,Dog,"Retriever, Labrador",,98122
September 03 2018,S121963,Pal,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98107
February 27 2018,71261,Ozzie,Dog,Australian Shepherd,,98115
March 20 2018,142298,Tapferkeit,Dog,"Chihuahua, Short Coat",,98112
June 13 2018,359240,Barney,Dog,Beagle,Pug,98125
September 01 2018,728543,Arnie Palmer,Dog,"Welsh Corgi, Pembroke",,98106
August 01 2018,442786,Cinnamon,Dog,Shih Tzu,"Terrier, Yorkshire",98122
May 11 2018,76262,Luigi,Dog,"Bulldog, French",,98125
July 09 2018,436088,Daisy,Dog,"Chihuahua, Short Coat",,98103
September 22 2018,S135706,Ziggy,Dog,"Retriever, Labrador",Border Collie,98109
March 29 2018,S117913,Scarlet,Dog,Belgian Malinois,,98106
June 28 2018,432634,Melo,Dog,"Chihuahua, Short Coat",Mix,98106
February 12 2018,82540,Portland,Dog,"Retriever, Labrador","Setter, Irish",98133
October 09 2018,8001695,Hank,Dog,"Retriever, Labrador",Mix,98104
July 02 2018,S145510,Gus,Dog,"Spaniel, American Cocker","Poodle, Toy",98115
January 24 2018,22841,Isabelle,Dog,Pekingese,,98115
May 22 2018,S115262,Max,Dog,"Dachshund, Standard Smooth Haired",Beagle,98106
September 11 2018,8000840,Yukon,Dog,Siberian Husky,,98133
July 31 2018,S147504,Bunny,Dog,Mix,Mix,98109
April 04 2018,S113321,Bb,Dog,"Bulldog, French",,98109
June 17 2018,358614,Boo,Dog,"Setter, Gordon",Mix,98118
July 09 2018,442008,Winifred,Dog,Basset Hound,"Retriever, Labrador",98101
May 17 2018,S129784,Russell,Dog,"Retriever, Golden",Mix,98103
February 15 2018,S140654,Rose,Dog,"Terrier, Fox, Wire",,98136
July 18 2018,S147115,Jupiter,Dog,German Shepherd,,98119
February 21 2018,216452,Kira,Dog,Australian Cattle Dog,Mix,98105
April 25 2018,S113817,Coco,Dog,Miniature Pinscher,"Terrier, Rat",98119
July 24 2018,S147266,Stella,Dog,"Retriever, Labrador","Chihuahua, Short Coat",98199
February 09 2018,79678,Luna,Dog,"Bulldog, American","Terrier, American Pit Bull",98133
September 06 2018,8000707,Glen Grunkman,Dog,Terrier,Mix,98103
January 16 2018,S139552,Murray,Dog,Bernese Mountain Dog,,98105
June 20 2018,S115589,Linus,Dog,Anatolian Shepherd,,98126
March 20 2018,135456,Okii,Dog,Akita,,98103
September 11 2018,725052,Coco,Dog,"Spaniel, American Cocker",,98125
August 08 2018,585991,Dickens,Dog,Coton de Tulear,,98144
September 23 2018,731018,Ruby,Dog,"Retriever, Labrador","Poodle, Standard",98107
August 02 2018,212993,Tycho,Dog,Shih Tzu,"Spaniel, English Cocker",98118
July 23 2018,S147196,Spacey,Dog,Greyhound,,98106
March 06 2018,82215,Jack,Dog,"Retriever, Labrador",,98177
January 16 2018,19548,Bentley,Dog,"Terrier, Yorkshire",,98103
February 02 2018,14519,Buster,Dog,Border Collie,,98116
January 16 2018,S110425,Waffles,Dog,"Terrier, Staffordshire Bull",Mix,98116
October 14 2018,8001866,Oliver,Dog,"Retriever, Labrador","Poodle, Standard",98199
July 10 2018,S145743,Griffey,Dog,"Retriever, Labrador",Mix,98116
July 26 2018,S132095,Sunny,Dog,"Retriever, Labrador",Shiba Inu,98126
August 25 2018,729909,Abby,Dog,"Dachshund, Miniature Smooth Haired",Border Collie,98117
January 16 2018,S114886,Leo,Dog,Mix,"Terrier, Silky",98125
February 13 2018,S140596,Numa,Dog,Stabyhoun,Shepherd,98126
April 30 2018,S114843,Cash,Dog,Korean Jindo,,98106
July 09 2018,435934,Humphrey,Dog,"Retriever, Labrador",Mix,98117
October 14 2018,8001872,Liloca,Dog,"Poodle, Standard",,98168
September 24 2018,8001229,Lulu,Dog,"Terrier, Cairn",Mix,98116
September 27 2018,S146972,Bubbie,Dog,Havanese,Shih Tzu,98103
March 16 2018,S141525,Orsino,Dog,"Retriever, Golden",,98103
July 10 2018,S102543,Samantha,Dog,"Retriever, Golden","Retriever, Labrador",98112
February 10 2018,15149,Bella,Dog,Australian Shepherd,Mix,98125
September 05 2018,S120971,Maggie,Dog,"Terrier, Airedale",,98107
January 16 2018,S126864,Jake,Dog,"Chihuahua, Short Coat",,98118
March 16 2018,S127055,Eva,Dog,Terrier,,98119
February 01 2018,S140224,Reggie,Dog,"Retriever, Golden",,98119
August 21 2018,8000241,Magnolia,Dog,Retriever,,98103
May 10 2018,S143604,Lucky,Dog,"Terrier, American Staffordshire",,98103
March 21 2018,S111800,SiSi,Dog,Japanese Chin,,98118
January 06 2018,S105821,Meatball,Dog,"Welsh Corgi, Pembroke",Mix,98106
May 31 2018,217706,Jaime,Dog,Shetland Sheepdog,,98136
April 23 2018,75331,Roscoe,Dog,"Terrier, Rat",,98121
February 14 2018,S101136,Mabel,Dog,"Retriever, Labrador",Chinese Shar-Pei,98118
February 14 2018,80380,Piper,Dog,"Spaniel, Cavalier King Charles",,98117
March 16 2018,S140487,Tullah,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",98112
May 22 2018,S143942,Larry,Dog,"Welsh Corgi, Pembroke",,98199
June 29 2018,359541,Aldo,Dog,Siberian Husky,German Shepherd,98199
July 05 2018,348583,Ali,Dog,Terrier,"Poodle, Miniature",98117
April 17 2018,S114209,Tucker,Dog,"Welsh Corgi, Cardigan",,98125
March 20 2018,139986,Steve,Dog,"Retriever, Labrador",Mix,98103
October 17 2018,727867,Pepsi,Dog,Catahoula Leopard dog,"Terrier, Australian",98118
October 14 2018,S137229,Kamea,Dog,"Pointer, German Shorthaired","Retriever, Labrador",98112
January 26 2018,S140041,Louie,Dog,Shih Tzu,"Chihuahua, Long Coat",98117
September 30 2018,8001414,Quimby,Dog,"Retriever, Golden",,98116
June 27 2018,S132780,Bats,Dog,"Terrier, Cairn",Lhasa Apso,98117
April 25 2018,S128538,Toto,Dog,"Schnauzer, Miniature",,98133
April 10 2018,131523,Kona,Dog,"Retriever, Labrador","Poodle, Standard",98199
May 17 2018,S114787,Eddy,Dog,German Shepherd,,98107
June 28 2018,S145326,Millie,Dog,"Vizsla, Smooth Haired","Retriever, Labrador",98109
September 22 2018,S116288,Rädda,Dog,German Shepherd,Kai Ken,98117
May 22 2018,S144017,Buster,Dog,Beagle,Hound,98117
September 29 2018,8001380,Abby,Dog,Retriever,Siberian Husky,98125
March 21 2018,141241,Zoey,Dog,German Shepherd,,98119
May 04 2018,359754,Gracie,Dog,"Schnauzer, Miniature",,98118
August 17 2018,S134217,Fiona,Dog,"Spaniel, Cavalier King Charles",,98103
January 16 2018,27708,Sonny,Dog,Shetland Sheepdog,Pomeranian,98122
August 23 2018,8000305,Maui,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98103
June 19 2018,S133756,Blue,Dog,"Pointer, German Shorthaired",,98144
March 26 2018,S141815,R2D2,Dog,"Spaniel, American Cocker",,98125
March 23 2018,S112076,Sneaker,Dog,"Poodle, Miniature",German Shepherd,98117
May 25 2018,S142975,Jackson,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98115
May 01 2018,S114053,Snowy,Dog,"Retriever, Golden",,98199
January 16 2018,26028,Major,Dog,"Retriever, Golden",,98115
May 15 2018,281496,Dennis Bergkamp,Dog,German Shepherd,,98115
October 16 2018,S152134,Kevin,Dog,"Chihuahua, Short Coat",Mix,98102
March 23 2018,S104686,Gus,Dog,"Poodle, Standard",,98115
September 07 2018,8000736,"Theodore ""Teddy""",Dog,"Dachshund, Standard Long Haired",Mix,98122
September 15 2018,722052,Millie,Dog,Border Collie,,98116
February 06 2018,S140330,Idina,Dog,"Welsh Corgi, Pembroke",,98121
June 05 2018,S144485,Samantha,Dog,"Retriever, Labrador",Pointer,98118
March 20 2018,141902,Stella,Dog,Beagle,Bulldog,98133
April 20 2018,S111862,Kramer,Dog,"Terrier, American Pit Bull",Boxer,98115
August 01 2018,440979,Holly,Dog,Maltese,,98116
June 26 2018,S142089,Sadie,Dog,Border Collie,"Retriever, Labrador",98105
May 22 2018,357715,Kona,Dog,Shepherd,"Retriever, Labrador",98125
September 17 2018,S120384,Charlie,Dog,Border Collie,Papillon,98103
April 11 2018,S127407,Whiskey,Dog,"Welsh Corgi, Pembroke",,98103
September 01 2018,8000564,Ben,Dog,"Retriever, Labrador",,98105
May 10 2018,279317,Leo,Dog,"Poodle, Standard",,98116
September 03 2018,8000608,Mori,Dog,Whippet,Siberian Husky,98121
May 07 2018,S129674,Zeus,Dog,"Welsh Corgi, Pembroke",,98118
July 03 2018,S145424,Brutus,Dog,Boxer,"Bulldog, English",98144
July 02 2018,S131939,Tuxedo (Tuxi),Dog,"Poodle, Toy","Retriever, Labrador",98105
February 01 2018,S140264,Kameron,Dog,Great Pyrenees,"Retriever, Golden",98112
August 17 2018,583550,Henry,Dog,"Retriever, Labrador",,98177
August 07 2018,S147774,Mila,Dog,"Terrier, Bull",,98105
June 28 2018,S115899,Truffle,Dog,"Bulldog, French",Mix,98126
January 16 2018,S110177,Harold,Dog,Weimaraner,,98144
April 17 2018,S144176,Chelsea,Dog,"Welsh Corgi, Cardigan",Mix,98115
June 29 2018,S121925,Jackson,Dog,"Retriever, Labrador",,98103
March 20 2018,S113407,Bandit,Dog,Shih Tzu,,98115
August 27 2018,8000382,Jax,Dog,"Bulldog, American",Mix,98105
April 03 2018,132799,Unknown,Dog,"Schnauzer, Miniature","Poodle, Miniature",98125
April 06 2018,S110891,Buffy,Dog,"Spaniel, American Cocker","Poodle, Miniature",98133
June 16 2018,S143676,Samson,Dog,"Spaniel, Welsh Springer",,98126
October 08 2018,8001665,"""Luci"" Lucia Rosalin Wicksugal",Dog,"Retriever, Golden",,98105
March 20 2018,139214,Bella Gracie Netavis,Dog,German Shepherd,,98115
September 12 2018,8000866,Lauren Santucci,Dog,"Chihuahua, Long Coat",Mix,98103
March 08 2018,S122266,Dottie Mae,Dog,"Retriever, Labrador",,98105
January 13 2018,S139096,Buddy,Dog,"Chihuahua, Short Coat",,98115
October 07 2018,S123381,Carl,Dog,"Welsh Corgi, Cardigan",,98107
August 16 2018,8000115,Luca,Dog,Bernese Mountain Dog,Mix,98103
April 28 2018,S111788,Hana,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98118
March 09 2018,S141172,Nelly,Dog,"Retriever, Labrador",,98199
June 22 2018,731864,Al Poochino,Dog,Pomeranian,,98106
May 14 2018,201600,Munch,Dog,"Retriever, Labrador",German Shepherd,98136
April 08 2018,S130206,Sienna,Dog,"Retriever, Labrador",Mix,98117
September 09 2018,582746,Rupert,Dog,"Retriever, Golden",Mix,98125
May 01 2018,S115032,Yuki,Dog,Maltese,"Poodle, Miniature",98136
August 26 2018,444317,Narla,Dog,"Chihuahua, Short Coat",,98101
May 14 2018,S122725,Katie,Dog,"Retriever, Golden",,98115
January 23 2018,S105314,Boomer,Dog,American Eskimo,,98119
July 11 2018,S143297,Cosmo,Dog,Rottweiler,Mix,98117
February 12 2018,84242,Jupiter,Dog,Australian Cattle Dog,"Retriever, Labrador",98115
May 29 2018,S130783,Popo,Dog,"Poodle, Toy",,98109
May 22 2018,135007,Nani,Dog,"Poodle, Standard",,98107
January 16 2018,17555,Lola,Dog,"Chihuahua, Short Coat",,98106
May 16 2018,281460,Luna,Dog,Great Pyrenees,,98199
October 10 2018,S123242,Emma,Dog,"Retriever, Labrador",,98122
February 28 2018,358170,Yogi,Dog,"Dachshund, Miniature Long Haired",,98125
September 15 2018,728325,Bella,Dog,"Welsh Corgi, Cardigan","Poodle, Toy",98117
July 03 2018,354642,Gidget,Dog,"Chihuahua, Short Coat",Italian Greyhound,98117
April 30 2018,S127243,Max,Dog,"Schnauzer, Standard",Mix,98117
February 10 2018,S139968,Coda,Dog,"Welsh Corgi, Pembroke",,98122
February 01 2018,21293,Stoli,Dog,Beagle,Spaniel,98178
January 26 2018,S140028,Precious,Dog,"Retriever, Curly Coated",,98107
February 09 2018,S140546,Emmy,Dog,"Terrier, American Staffordshire",Mix,98117
January 29 2018,27311,Petra,Dog,"Poodle, Miniature","Spaniel, Cavalier King Charles",98122
February 21 2018,S140464,Duncan,Dog,Chow Chow,"Terrier, American Staffordshire",98106
July 14 2018,S146238,Lizzie,Dog,Xoloitzcuintli,Mix,98117
August 07 2018,S147704,Baci Sciore,Dog,"Retriever, Golden","Poodle, Miniature",98102
July 18 2018,S145519,Desert,Dog,"Dachshund, Standard Smooth Haired","Chihuahua, Short Coat",98116
October 17 2018,S134824,Barry,Dog,"Australian Shepherd, Miniature",,98117
March 20 2018,S141631,Leela,Dog,"Dachshund, Miniature Smooth Haired",,98109
July 05 2018,S116870,Tiber,Dog,"Australian Shepherd, Miniature",,98119
March 20 2018,S141639,Gizmo,Dog,"Retriever, Labrador",,98122
September 06 2018,8000704,Dreidel,Dog,"Vizsla, Smooth Haired",,98109
March 02 2018,S118007,Masita,Dog,"Chihuahua, Short Coat",Mix,98108
September 09 2018,S135594,Jake,Dog,Pomeranian,Mix,98116
May 14 2018,S130934,Sadie,Dog,"Retriever, Golden",Saint Bernard,98101
February 08 2018,25584,Bernie,Dog,Saint Bernard,,98115
May 11 2018,S135951,Isha,Dog,"Retriever, Golden",,98116
July 17 2018,S130742,Rory,Dog,"Welsh Corgi, Cardigan",,98177
July 02 2018,S132932,Franklin,Dog,"Poodle, Miniature",,98125
May 29 2018,S110266,Otis,Dog,Border Collie,Mix,98144
April 17 2018,S142922,Lacy,Dog,Newfoundland,Great Pyrenees,98121
