License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
April 25 2018,S114996,Raine,Dog,Miniature Poodle,Terrier,98105
April 10 2018,S142360,Beau,Dog,Newfoundland,,98126
June 12 2018,S144671,Maddie,Dog,Old English Sheepdog,,98136
October 13 2018,8001820,Huckleberry,Dog,Australian Cattle Dog,,98103
June 09 2018,S112258,Huron,Dog,Border Collie,Golden Retriever,98144
July 03 2018,280920,Mia,Dog,Labrador Retriever,Rottweiler,98119
June 01 2018,S144321,Hazel,Dog,Golden Retriever,Standard Poodle,98109
July 26 2018,S147418,Freddie,Dog,Pug,,98144
August 08 2018,582855,Koko,Dog,Pomeranian,,98106
March 30 2018,S142029,Alice,Dog,Labrador Retriever,English Springer Spaniel,98125
February 20 2018,S111259,Olive,Dog,Rough Collie,Labrador Retriever,98103
July 25 2018,586461,Millie,Dog,Border Collie,Shetland Sheepdog,98116
April 17 2018,S114294,Buddy,Dog,Pomeranian,,98122
October 14 2018,8001868,Shadow,Dog,Greyhound,,98102
April 30 2018,S128001,Pompeii Magnus,Dog,Chihuahua,Miniature Pinscher,98199
January 06 2018,S106613,Kisses,Dog,Havanese,,98108
May 23 2018,S144121,Luke,Dog,Labrador Retriever,,98121
May 30 2018,S144243,Gus,Dog,German Shepherd,Retriever,98109
January 24 2018,29430,Moose,Dog,Rhodesian Ridgeback,,98122
April 03 2018,S142041,Hammer,Dog,Pembroke Welsh Corgi,,98101
February 09 2018,S140569,"Agnes ""Aggie"" Snowball Pineapple Clark",Dog,Labrador Retriever,,98106
July 24 2018,S120497,Beatrix,Dog,Shepherd,,98106
March 06 2018,S141268,Roscoe,Dog,Australian Shepherd,Border Collie,98105
January 02 2018,S107669,Bailey,Dog,American Staffordshire Terrier,,98106
March 22 2018,S141733,Emma,Dog,Portuguese Water Dog,,98144
June 20 2018,S113503,Mila,Dog,Beagle,,98102
October 12 2018,S122728,Carli,Dog,Bichon Frise,,98107
April 18 2018,S142920,Miles,Dog,Labrador Retriever,,98101
July 28 2018,S118131,Joey Dun Dee,Dog,Australian Cattle Dog,,98106
July 05 2018,S145654,Kensington,Dog,Cardigan Welsh Corgi,,98103
March 22 2018,S113470,Albert,Dog,Australian Cattle Dog,German Shorthaired Pointer,
April 20 2018,78471,Tory,Dog,Labrador Retriever,,98136
July 20 2018,960492,Milo,Dog,German Shepherd,,98136
February 08 2018,S140435,Henrietta,Dog,French Bulldog,,98109
September 19 2018,S120669,Tilda,Dog,Rat Terrier,,98107
February 27 2018,S141068,Kali,Dog,Cane Corso,,98118
August 07 2018,S134038,Rufus,Dog,Labrador Retriever,Hound,98125
August 07 2018,S103338,Joules,Dog,Australian Cattle Dog,,98133
September 17 2018,445379,Stitch,Dog,French Bulldog,,98109
July 06 2018,360306,Lucy,Dog,Havanese,,98105
January 30 2018,S126042,Ted,Dog,Miniature Poodle,Retriever,98112
June 14 2018,S144729,Mr. Rainbow Worldwide,Dog,Boston Terrier,,98101
June 22 2018,S132437,Leon,Dog,Wirehaired Pointing Griffon,,98122
September 26 2018,8001280,Zeus,Dog,Australian Cattle Dog,Australian Cattle Dog,98133
September 18 2018,8001043,Sonny,Dog,Chihuahua,Swedish Vallhund,98103
March 23 2018,S141738,Brody,Dog,English Bulldog,,98133
June 22 2018,S144371,Pi,Dog,Labrador Retriever,Standard Poodle,98103
May 14 2018,S143750,Prinz (Farley),Dog,Labrador Retriever,Shiba Inu,98118
September 21 2018,584979,Barkley,Dog,Beagle,,98133
April 27 2018,S128445,Jet,Dog,Shepherd,Rhodesian Ridgeback,98199
October 08 2018,S122207,Sheba,Dog,Golden Retriever,Standard Poodle,98144
July 31 2018,S132575,Lulu,Dog,French Bulldog,,98117
August 21 2018,S120152,Pickles,Dog,Pembroke Welsh Corgi,Chihuahua,98144
August 02 2018,S133724,Dalah,Dog,Weimaraner,American Pit Bull Terrier,98121-1334
September 06 2018,S114958,Sophie,Dog,Boston Terrier,,98199
July 02 2018,S145491,Oscar Doodle,Dog,Havanese,,98121
May 16 2018,360512,Maya,Dog,Labrador Retriever,Siberian Husky,98125
October 17 2018,725140,Faith,Dog,English Springer Spaniel,,98117
March 27 2018,136619,Arrow,Dog,Labrador Retriever,Standard Poodle,98117
May 11 2018,S130796,Ella,Dog,Bernese Mountain Dog,Standard Poodle,98105
April 13 2018,S142162,Onyx,Dog,Jack Russell Terrier,Labrador Retriever,98144
May 01 2018,S115249,Tia,Dog,Labrador Retriever,,98103
April 20 2018,S128256,Leto,Dog,Samoyed,,98109
April 17 2018,S142845,Niko,Dog,Miniature Australian Shepherd,,98107
July 24 2018,444067,Yuki,Dog,Pomeranian,,98119
September 22 2018,S119339,Nugget,Dog,Chihuahua,Miniature Pinscher,98105
July 25 2018,S147304,Luna,Dog,Maltese,Shih Tzu,98115
April 17 2018,S111067,Milo,Dog,Golden Retriever,,98105
January 16 2018,S126072,Diesel,Dog,Miniature Pinscher,Jack Russell Terrier,98115
October 14 2018,8001848,Oscar,Dog,Dachshund,,98119
May 14 2018,S143764,Noah,Dog,Siberian Husky,Pembroke Welsh Corgi,98104
January 16 2018,S110141,Wiggles,Dog,Standard Poodle,English Cocker Spaniel,98109
April 10 2018,S105268,Jasper Digby,Dog,Miniature Australian Shepherd,,98126
February 06 2018,25104,Zoe,Dog,Pug,,98126
July 31 2018,S117925,Juno,Dog,Australian Cattle Dog,,98115
May 04 2018,S110325,Loki,Dog,Maltese,Miniature Poodle,98122
July 17 2018,S147018,Gurten,Dog,Standard Poodle,,98119
July 24 2018,583980,Henri,Dog,Lhasa Apso,Shih Tzu,98104
May 02 2018,S143425,Stella,Dog,Boxer,,98126
April 23 2018,216737,Buddy,Dog,Australian Shepherd,,98146
September 08 2018,728202,Tiberius,Dog,Labrador Retriever,,98115
February 27 2018,S141044,Oberon,Dog,Greyhound,,98108
April 04 2018,S114445,Lolita,Dog,Whippet,Dachshund,98103
July 10 2018,S142290,Pippa,Dog,Chihuahua,Miniature Long Haired Dachshund,98119
March 20 2018,S141671,River,Dog,Shepherd,German Shepherd,98103
June 20 2018,S144924,Murphy,Dog,Shih Tzu,,98146
May 24 2018,142429,Coconut Prime,Dog,Chihuahua,,98117
January 09 2018,S139433,Marvin,Dog,Shetland Sheepdog,,98144
September 12 2018,S103295,Harley,Dog,American Pit Bull Terrier,Terrier,98106
September 17 2018,8000980,Tenzin,Dog,American Staffordshire Terrier,Hound,98103
March 23 2018,S141711,Zoe,Dog,Labrador Retriever,,98112
June 29 2018,S145327,Nala,Dog,Miniature Poodle,Spaniel,98122
September 15 2018,S120776,Cole,Dog,Chihuahua,Pug,98117
January 29 2018,S140144,Ryu,Dog,Weimaraner,,98119
April 30 2018,S126277,Duffy,Dog,Miniature Schnauzer,Miniature Poodle,98125
March 26 2018,S113388,Grandpaw,Dog,Labrador Retriever,,98115
October 01 2018,8001444,Zeke,Dog,Boxer,,98101
February 06 2018,S110253,Oliver,Dog,Yorkshire Terrier,,98115
June 29 2018,S130960,Summer,Dog,Basset Hound,,98125
January 23 2018,S139862,Mia,Dog,Border Collie,Australian Cattle Dog,98115
February 16 2018,S140801,Piper,Dog,Labrador Retriever,Boxer,98122
September 29 2018,727282,Boo,Dog,Miniature Poodle,Beagle,98117
February 13 2018,83011,Boo,Dog,Miniature Pinscher,,98119
April 26 2018,S111726,Lucy,Dog,German Shepherd,Chinese Crested,98125
August 30 2018,584698,Santo,Dog,Rough Collie,Shepherd,98118
February 15 2018,S140623,Chester,Dog,Chihuahua,Dachshund,98107
June 26 2018,216381,Milo,Dog,Maltese,Yorkshire Terrier,98116
September 21 2018,S146388,Tinkerbell,Dog,Chihuahua,Terrier,98116
May 24 2018,216410,Remy,Dog,Labrador Retriever,Standard Poodle,98177
May 08 2018,S143558,Toby Walker,Dog,Retriever,Border Collie,98118
May 03 2018,212425,Jersey,Dog,Golden Retriever,,98133
July 27 2018,360428,Doug,Dog,Chihuahua,,98117
October 17 2018,S121358,Boba,Dog,Maltese,Terrier,98118
April 20 2018,S112000,Prune,Dog,Hound,Terrier,98118
January 30 2018,S109291,A.J.,Dog,Miniature Schnauzer,Terrier,98108
June 22 2018,S116436,Gideon,Dog,Labrador Retriever,Pit Bull Terrier,98102
March 01 2018,S141141,Holly,Dog,Golden Retriever,,98125
September 05 2018,S120665,Lana,Dog,Siberian Husky,,98107
June 12 2018,S124324,Maggie,Dog,Golden Retriever,,98106
May 10 2018,S115244,Osiris,Dog,Labrador Retriever,Standard Poodle,98136
September 06 2018,8000702,Shadowfax,Dog,Bernese Mountain Dog,,98199
May 15 2018,S115495,Sadie,Dog,Labrador Retriever,,98125
June 26 2018,S118597,Lucas,Dog,Golden Retriever,,98112
April 19 2018,83430,Lucy,Dog,Pembroke Welsh Corgi,,98199
January 16 2018,S111307,Benji,Dog,Miniature Poodle,Maltese,98109
July 27 2018,S134029,Kairi,Dog,Chihuahua,Cardigan Welsh Corgi,98122
July 31 2018,585137,Bella,Dog,Terrier,,98133
September 11 2018,8000841,Ryu,Dog,Yorkshire Terrier,,98133
February 07 2018,S106033,Murphy,Dog,German Shepherd,Saint Bernard,98108
May 29 2018,S144241,Bear,Dog,Labrador Retriever,,98116
May 23 2018,S144143,Maggie,Dog,Whippet,,98103
January 23 2018,27325,Bella,Dog,Pug,Beagle,98109
January 09 2018,26529,Colchuck,Dog,Chinook,Australian Cattle Dog,98133
June 15 2018,S142484,Indy,Dog,Labrador Retriever,,98146
May 23 2018,S144162,Ellie,Dog,Hound,Labrador Retriever,98119
April 27 2018,216404,Gatsby,Dog,Cavalier King Charles Spaniel,,98103
April 27 2018,83080,Clara,Dog,Chihuahua,,98106
January 24 2018,S111124,Aimee,Dog,French Bulldog,,98103
April 28 2018,215485,Cooper,Dog,American Cocker Spaniel,Miniature Poodle,98105
June 22 2018,S144369,Monty,Dog,Chihuahua,Pug,98103
August 02 2018,S147607,Pippy,Dog,Golden Retriever,,98122
October 14 2018,283220,Snuggs,Dog,Border Collie,Labrador Retriever,98115
May 15 2018,S143748,Stella,Dog,Siberian Husky,,98199
February 15 2018,25161,Fenway,Dog,German Shepherd,,98144
July 06 2018,S115254,Clover,Dog,Labrador Retriever,Standard Poodle,98117
September 25 2018,8001277,Penny,Dog,Miniature Australian Shepherd,,98122
May 04 2018,S143575,Boomer,Dog,Bernese Mountain Dog,,98121
January 08 2018,S139426,Hugo,Dog,French Bulldog,,98112
January 24 2018,S139931,Novak,Dog,Labrador Retriever,,98115
April 10 2018,S106076,Monty,Dog,Bernese Mountain Dog,Miniature Poodle,98107
February 12 2018,S140542,Aria,Dog,Schipperke,,98121
February 13 2018,S111974,Sushi,Dog,Dachshund,,98108
May 31 2018,S144351,Tara,Dog,American Staffordshire Terrier,Greyhound,98144
June 15 2018,S116856,Luke,Dog,Labrador Retriever,Standard Poodle,98199
June 20 2018,S144912,Luna,Dog,Pug,,98119
August 07 2018,S117881,Walker,Dog,Border Collie,American Blue Heeler,98126
July 31 2018,445335,Lola,Dog,Yorkshire Terrier,,98199
January 31 2018,S109735,Ricco,Dog,Portuguese Water Dog,,98144
March 23 2018,139534,Oscar,Dog,Havanese,Lhasa Apso,98122
October 08 2018,834986,Finn,Dog,Irish Setter,,98136
February 08 2018,16278,Molly,Dog,Golden Retriever,,98115
September 26 2018,S120873,Lennie,Dog,Labrador Retriever,Mastiff,98103
August 15 2018,8000080,Casper,Dog,Golden Retriever,Miniature Poodle,98105
January 26 2018,S108527,Isbjorn,Dog,English Bulldog,,98107
March 21 2018,13798,Penny,Dog,Nova Scotia Duck Tolling Retriever,,98125
July 24 2018,S147261,Weedle,Dog,Chihuahua,,98118
January 28 2018,S139674,Mamas,Dog,Chihuahua,,98105
July 10 2018,S132777,Daisy,Dog,Golden Retriever,,98103
August 16 2018,8000129,Broadie,Dog,Boston Terrier,,98122
August 30 2018,728458,Tula,Dog,Chinook,Greyhound,98115
May 22 2018,283201,Sylvie,Dog,Cavalier King Charles Spaniel,,98118
April 18 2018,S128270,Gremlin,Dog,Shiba Inu,,98103
July 25 2018,S110112,Nugget,Dog,Coton de Tulear,,98103
April 20 2018,29929,Lupe,Dog,Chihuahua,,98102
January 27 2018,S137898,Harley,Dog,French Bulldog,,98121
June 21 2018,S110021,Mopsie,Dog,Toy Poodle,,98115
September 13 2018,8000902,Frankie,Dog,English Bulldog,,98115
August 27 2018,8000377,Wilbur Peebody Pichler,Dog,Pug,,98177
June 19 2018,216731,Charlie,Dog,Xoloitzcuintli,,98125
August 10 2018,S145591,Anini,Dog,Golden Retriever,,98117
July 24 2018,S147305,Grace,Dog,German Shepherd,,98118
March 20 2018,130675,Lily,Dog,Shih Tzu,,98102
July 27 2018,S143880,Ginger,Dog,Welsh Terrier,,98199
June 20 2018,S144946,Couper,Dog,Border Collie,,98102
March 20 2018,S113712,Victor,Dog,Pug,,98133
January 24 2018,77920,Chole,Dog,Dachshund,,98125
May 01 2018,22923,Hannah,Dog,Schipperke,,98102
January 24 2018,26310,Tiney,Dog,Chihuahua,,98103
January 30 2018,S139726,Collins,Dog,Bichon Frise,Cavalier King Charles Spaniel,98115
May 22 2018,S131019,Abby,Dog,Labrador Retriever,German Shorthaired Pointer,98136
May 23 2018,S144140,Boo,Dog,Chihuahua,Miniature Pinscher,98117
May 29 2018,S144269,Kensey Liptrap,Dog,Border Collie,,98106
March 29 2018,135068,Zeus,Dog,Miniature Poodle,,98199
August 07 2018,S146823,Winston,Dog,Miniature Long Haired Dachshund,,98126
April 24 2018,213731,Betty,Dog,Portuguese Water Dog,,98115
April 24 2018,S125477,Liesl,Dog,German Shepherd,,98102
July 24 2018,S120464,Reilly,Dog,Beagle,Shih Tzu,98115
April 20 2018,82175,Stringer,Dog,Labrador Retriever,,98115
June 26 2018,S110159,Lily,Dog,Miniature Poodle,,98144
June 19 2018,S144717,Eddie,Dog,Miniature Poodle,Terrier,98125
April 20 2018,S143053,Mina,Dog,Labrador Retriever,Vizsla,98125
September 07 2018,8000739,Lilah,Dog,Miniature Schnauzer,Yorkshire Terrier,98136
May 22 2018,S144018,Buddy,Dog,American Cocker Spaniel,Miniature Poodle,98106
April 20 2018,25163,Buster,Dog,Labrador Retriever,,
May 14 2018,S126915,Harper,Dog,Golden Retriever,,98112
July 10 2018,358897,Finnigan,Dog,Alaskan Malamute,,98105
September 09 2018,8000785,Stan,Dog,Shepherd,Hound,98112
April 23 2018,141889,Buckshot,Dog,Dachshund,Chihuahua,98106
October 13 2018,835074,Bella,Dog,Cardigan Welsh Corgi,Border Collie,98103
October 15 2018,8001881,Daisy,Dog,Golden Retriever,,98126
April 19 2018,212555,Bentley,Dog,Shih Tzu,,98109
January 30 2018,S127421,Toby,Dog,Shepherd,Border Collie,98102
July 24 2018,S120196,Rufus,Dog,French Bulldog,,98101
April 17 2018,S104560,Ginger,Dog,American Cocker Spaniel,Miniature Poodle,98199
April 18 2018,S142881,Lucy,Dog,Labrador Retriever,Pit Bull Terrier,98118
April 10 2018,S120519,Georgie,Dog,Golden Retriever,Miniature Poodle,98126
June 29 2018,S145337,Jaxon,Dog,Pug,,98107
April 06 2018,S113870,Daisy,Dog,Chihuahua,Pembroke Welsh Corgi,98115
August 15 2018,583615,Carter,Dog,Labrador Retriever,Mastiff,98117
January 16 2018,S139628,Monty,Dog,French Bulldog,,98106
July 10 2018,443021,Wilma,Dog,Xoloitzcuintli,,98115
September 01 2018,8000562,Maximus Bo,Dog,Chihuahua,Miniature Pinscher,98133
April 24 2018,S143131,Astro,Dog,Pit Bull Terrier,,98118
February 06 2018,25898,Blue,Dog,German Shepherd,Siberian Husky,98117
June 12 2018,354822,Charlie,Dog,Labrador Retriever,,98144
April 11 2018,213907,Oliver,Dog,Border Collie,Shepherd,98144
January 08 2018,S139448,Ruby,Dog,Bernese Mountain Dog,,98118
January 06 2018,S106285,Leo,Dog,Golden Retriever,Standard Poodle,98199
July 24 2018,441459,Apollo,Dog,Welsh Springer Spaniel,,98105
March 22 2018,138778,Addie Mae,Dog,Beagle,,98107
April 19 2018,831770,Lola,Dog,Vizsla,,98116
June 26 2018,S118796,Watson,Dog,German Shorthaired Pointer,,98117
January 24 2018,26502,Washburn,Dog,Norfolk Terrier,,98107
June 22 2018,S115097,Calla Lily,Dog,Havanese,Miniature Poodle,98125
April 18 2018,S142908,Sir Olliver,Dog,Chihuahua,,98117
January 22 2018,S110449,Augie,Dog,Border Collie,,98116
May 08 2018,S115396,Zeus,Dog,Border Collie,American Blue Heeler,98133
April 03 2018,141891,Ari,Dog,German Shepherd,,98121
April 06 2018,138311,Kaycee,Dog,German Shepherd,Rottweiler,98144
January 26 2018,S114708,Carol,Dog,Treeing Walker Coonhound,,98118
May 17 2018,S143802,Layla,Dog,West Highland White Terrier,,98133
June 15 2018,S144750,Penelope,Dog,Border Collie,Australian Cattle Dog,98116
September 01 2018,727611,Belle,Dog,American Pit Bull Terrier,,98116
May 12 2018,S111248,Ellie,Dog,Golden Retriever,,98103
May 01 2018,S143331,Reese,Dog,Border Collie,Terrier,98102
April 16 2018,201837,Pudge,Dog,Beagle,,98117
September 10 2018,8000820,Rosa,Dog,Cardigan Welsh Corgi,Terrier,98107
May 15 2018,210786,Jazzi,Dog,Maltese,,98115
June 06 2018,S144059,Chloe,Dog,Terrier,,98121
May 04 2018,S143572,Chester,Dog,Chesapeake Bay Retriever,,98102
September 17 2018,583447,Kip,Dog,Pointer,Border Collie,98115
June 25 2018,443431,Jimmy,Dog,Australian Shepherd,Australian Cattle Dog,98107
July 24 2018,S102277,Kiwi,Dog,Alaskan Klee Kai,,98119
June 22 2018,S144374,Prika,Dog,Vizsla,,98118
February 20 2018,S140803,Shadowfax,Dog,Border Collie,,98117
July 13 2018,443513,Nikita,Dog,Shetland Sheepdog,,98177
June 21 2018,S140061,Panda,Dog,Staffordshire Bull Terrier,,98121
September 30 2018,729435,Lucky,Dog,Shih Tzu,,98118
June 14 2018,731121,Soleil,Dog,Pomeranian,Miniature Poodle,98119
July 10 2018,S145802,Milo,Dog,Bulldog,Pit Bull Terrier,98136
March 27 2018,134402,Arlo,Dog,Jack Russell Terrier,Italian Greyhound,98115
March 27 2018,S141884,Phinney,Dog,American Cocker Spaniel,,98107
January 18 2018,S109337,Sweetpea,Dog,Dachshund,,98117
July 19 2018,S146805,Tinkerbell,Dog,Maltese,,98199
January 16 2018,S114846,Poppy,Dog,Standard Poodle,Labrador Retriever,98136
September 19 2018,S146372,Beau,Dog,Great Dane,,98134
April 17 2018,S142805,Fiona,Dog,Jack Russell Terrier,,98178
February 07 2018,25219,Reyka,Dog,Golden Retriever,Standard Poodle,98136
May 02 2018,S143435,Tanner,Dog,Chihuahua,,98105
July 31 2018,S132392,Sadie,Dog,English Springer Spaniel,,98115
June 25 2018,S145169,Emma,Dog,Terrier,,98103
February 26 2018,S141106,Jake,Dog,American Pit Bull Terrier,Dachshund,98106
January 25 2018,S107473,Oonagh Merski,Dog,Soft Coated Wheaten Terrier,,98103
February 14 2018,S106380,Remmy,Dog,Dalmatian,Pointer,98177
September 24 2018,8001223,Oliver,Dog,Labrador Retriever,,98121
September 14 2018,S133731,Gracie,Dog,Bull Terrier,,98199
September 17 2018,583480,Pablo,Dog,Jack Russell Terrier,Terrier,98115
April 10 2018,S142302,Booker,Dog,Australian Cattle Dog,,98122
July 05 2018,S145651,Louie Lane,Dog,Greater Swiss Mountain Dog,,98109
February 26 2018,78234,Loby,Dog,Pekingese,,98144
January 23 2018,S107896,Clover,Dog,Boxer,Pointer,98119
March 30 2018,S129512,Liza/Minion,Dog,Boston Terrier,,98108
May 18 2018,281765,Rocky,Dog,Norwegian Elkhound,,98125
January 08 2018,S139480,Harley,Dog,Terrier,,98115
August 02 2018,445182,Ginger,Dog,Tibetan Spaniel,,98117
August 29 2018,8000454,Rena Nofsinger,Dog,Australian Cattle Dog,,98136
March 09 2018,80272,Bugsey,Dog,Great Dane,Labrador Retriever,98199
January 23 2018,S139856,Gabby,Dog,Norfolk Terrier,,98146
February 20 2018,435425,Shadow,Dog,American Cocker Spaniel,,98199
February 16 2018,S140785,Bailey Acosta,Dog,American Eskimo,Miniature Poodle,98115
August 24 2018,S118852,McMuffin,Dog,Greyhound,,98104
February 08 2018,78211,Chewy,Dog,Chihuahua,Miniature Poodle,98121
March 20 2018,141144,Nyna,Dog,American Pit Bull Terrier,,98118
September 10 2018,728694,Morton,Dog,Soft Coated Wheaten Terrier,,98103
September 19 2018,566075,Archie,Dog,Miniature Schnauzer,,98103
February 09 2018,S111485,Kascade,Dog,Golden Retriever,Labrador Retriever,98119
June 29 2018,439142,Cleo,Dog,Chihuahua,Dachshund,98115
October 17 2018,S103211,Ziva,Dog,Dachshund,Beagle,98115
May 12 2018,15196,Joey,Dog,Havanese,,98105
March 20 2018,S120558,Digsby,Dog,Labrador Retriever,,98106
April 05 2018,S141959,Luna,Dog,Golden Retriever,Standard Poodle,98115
October 04 2018,441743,Dig Dug,Dog,French Bulldog,,98116
August 07 2018,583505,Vincenzo,Dog,Labrador Retriever,,98126
July 09 2018,S145726,Rey,Dog,American Staffordshire Terrier,,98144
June 25 2018,S145128,Olive,Dog,Golden Retriever,,98107
January 17 2018,29691,Clementine,Dog,German Wirehaired Pointer,,98199
June 28 2018,S145370,Morton,Dog,Staffordshire Bull Terrier,,98119
April 19 2018,211632,Higgs,Dog,Flat-Coated Retriever,,98112
August 15 2018,8000094,Truffle,Dog,Spaniel,Dachshund,98115
September 25 2018,S135935,Ahsoka,Dog,Boston Terrier,French Bulldog,98107
January 17 2018,904030,Zoe Bacall,Dog,French Bulldog,,98117
September 11 2018,722643,Molly Morgan,Dog,Shetland Sheepdog,,98125
January 06 2018,902496,Santana,Dog,Bichon Frise,Miniature Poodle,98118
July 03 2018,444383,Lucy,Dog,Pomeranian,,98104
July 07 2018,29798,Bo'sun,Dog,Bernese Mountain Dog,,98119
May 21 2018,S124304,Roxy,Dog,Golden Retriever,,98125
July 18 2018,440931,Bandit,Dog,Saint Bernard,Golden Retriever,98133
September 23 2018,730368,Cosmo,Dog,Pug,,98105
October 13 2018,S123966,Moska,Dog,Chihuahua,,98117
March 20 2018,140613,Chaz,Dog,Norfolk Terrier,,98117
May 01 2018,211879,Maxxwell,Dog,Labrador Retriever,Standard Poodle,98119
June 22 2018,S131729,Blue,Dog,Australian Cattle Dog,American Blue Heeler,98146
September 08 2018,728322,Coco,Dog,Chihuahua,Jack Russell Terrier,98112
June 28 2018,S127242,Fritz,Dog,Schnauzer,,98117
February 02 2018,729755,Shaemus,Dog,American Eskimo,,98116
March 27 2018,S141915,Nala,Dog,Canaan,Carpathian Shepherd Dog,98106
July 06 2018,216478,Eulalie,Dog,Miniature Poodle,Bichon Frise,98116
April 10 2018,S142423,Buck,Dog,Labrador Retriever,,98115
March 27 2018,138534,Banjo,Dog,Labrador Retriever,Standard Poodle,98105
May 01 2018,139984,Ary,Dog,German Shepherd,,98115
July 24 2018,S147218,Mitzi,Dog,Terrier,,98125
October 03 2018,8001517,Odin,Dog,Doberman Pinscher,Rottweiler,98122
April 24 2018,27016,Zed,Dog,Bernese Mountain Dog,,98178
May 16 2018,S143803,Sally,Dog,Chow Chow,Border Collie,98102
July 10 2018,439953,Ozzie,Dog,Xoloitzcuintli,,98102
April 24 2018,213942,Sky Doodle,Dog,Labrador Retriever,Standard Poodle,98146
June 04 2018,283702,Goddard,Dog,Border Collie,Australian Shepherd,98106
January 27 2018,S137891,Zelda,Dog,Labrador Retriever,Standard Poodle,98122
March 27 2018,S141846,Frodo,Dog,Miniature Schnauzer,,98117
June 19 2018,S144731,Zoey,Dog,Border Collie,,98122
May 22 2018,211475,Leon,Dog,Beagle,,98126
June 21 2018,142667,Dozer,Dog,Rottweiler,,98126
March 08 2018,86295,Rex,Dog,Miniature Schnauzer,,98119
July 23 2018,580577,Zoe,Dog,Standard Poodle,,98117
September 08 2018,S120909,Malta,Dog,Maltese,Bernese Mountain Dog,98136
September 13 2018,S136162,Buddy,Dog,Alaskan Husky,German Shepherd,98133
March 27 2018,134693,Sophie,Dog,Labrador Retriever,,98178
April 06 2018,S140857,Maia,Dog,Labrador Retriever,German Shepherd,98107
October 09 2018,834474,Ace,Dog,Labrador Retriever,,98178
August 28 2018,8000419,Leia,Dog,Dachshund,,98108
April 17 2018,212291,Aki,Dog,Akita,,98108
July 12 2018,S145845,Tucker Silvestri,Dog,Golden Retriever,,98103
April 14 2018,S115169,Scarlett,Dog,Labrador Retriever,,98112
March 20 2018,S128518,Ruby,Dog,Welsh Springer Spaniel,,98103
June 19 2018,S114137,Nina,Dog,Chihuahua,Pug,98122
July 05 2018,S132505,Roxie,Dog,Miniature Poodle,,98108
April 18 2018,216557,Trouper,Dog,Australian Shepherd,,98103
July 31 2018,830116,Tiger,Dog,Samoyed,,98125
June 21 2018,S115646,Ari,Dog,Schipperke,,98103
September 08 2018,S119605,Frank,Dog,Pembroke Welsh Corgi,Jack Russell Terrier,98105
April 20 2018,S128003,Bailey,Dog,Labrador Retriever,Welsh Springer Spaniel,98133
April 10 2018,82875,Zihua,Dog,Collie,Labrador Retriever,98119
January 24 2018,S126911,Kaia,Dog,Irish Wolfhound,,98109
July 13 2018,358255,Clover,Dog,Saint Bernard,,98121
February 12 2018,S140560,Bodhi,Dog,Golden Retriever,Flat-Coated Retriever,98126
July 07 2018,435933,Oliver,Dog,Yorkshire Terrier,,98199
March 12 2018,S141334,Maui,Dog,Alaskan Malamute,,98199
May 15 2018,271509,Misha,Dog,Samoyed,,98117
January 16 2018,30224,Yoshi,Dog,Bichon Frise,Cavalier King Charles Spaniel,98107
August 22 2018,585468,Enya,Dog,Xoloitzcuintli,,98115
February 25 2018,S140677,Lily Ann,Dog,Parson Russell Terrier,,98104
January 08 2018,961355,Etta,Dog,Newfoundland,,98122
June 26 2018,S118025,Teeka,Dog,Norwegian Elkhound,,98146
July 27 2018,S109778,Sheldon,Dog,Boxer,,98125
September 24 2018,8001228,Apollo,Dog,American English Coonhound,,98116
March 22 2018,213448,Tucker,Dog,Border Collie,Labrador Retriever,98125
February 02 2018,27762,Austin,Dog,Xoloitzcuintli,,98117
July 27 2018,440717,French Fry,Dog,Chihuahua,Miniature Poodle,98178
April 27 2018,83078,Polina,Dog,Chihuahua,,98106
August 31 2018,727444,Lola,Dog,Miniature Schnauzer,,98199
July 02 2018,356878,Misha,Dog,Border Collie,,98136
February 13 2018,S140537,Whiskey,Dog,Alaskan Klee Kai,,98144
February 16 2018,S140754,Finley,Dog,Greyhound,German Shepherd,98199
January 11 2018,S108817,Ziggy,Dog,Maltese,,98125
May 04 2018,S129342,Tesla,Dog,Greyhound,,98119
September 02 2018,S139296,Humphrey,Dog,Portuguese Water Dog,,98126
September 07 2018,S109521,Sammy,Dog,American Pit Bull Terrier,,98103
August 28 2018,581327,Rigel,Dog,Border Collie,,98122
October 15 2018,8001877,Lake Valley's Tuffy Cowpuncher,Dog,English Bulldog,English Bulldog,98119
May 14 2018,281562,Teddy,Dog,Pembroke Welsh Corgi,,98115
January 26 2018,S110338,Killian,Dog,Dachshund,Golden Retriever,98125
January 19 2018,356629,Cowboy,Dog,Golden Retriever,Standard Poodle,98103
April 02 2018,S142106,Neko,Dog,Retriever,Hound,98105
August 31 2018,730684,Lyla,Dog,Beagle,,98107
April 27 2018,S142947,Sammy,Dog,Chihuahua,Shih Tzu,98146
October 01 2018,8001455,Yogi,Dog,Labrador Retriever,Standard Poodle,98103
April 26 2018,206588,Baker Tate,Dog,Labrador Retriever,,98118
April 24 2018,S143123,Puck,Dog,Bulldog,,98116
September 20 2018,S126172,Yukon,Dog,German Shepherd,Siberian Husky,98133
July 02 2018,S102542,Milo,Dog,Labrador Retriever,Standard Poodle,98112
